# ANI ranges report for assembly: GCA_000017685.1
# Submitted organism: Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' (taxid = 456481, rank = no rank, lineage = Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae; Leptospira)
# Submitted Organism Has Type Assembly: Yes
# Best match: Leptospira yanagawae (taxid = 293069, rank = species, lineage = Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae; Leptospira)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CP000786.1	CIRCULAR	3	141	3599677	CP162133.1	3436387	3436525	GCA_040833955.1	Leptospira milleri	93.5714	96	0.00386146
S	CP000786.1	CIRCULAR	142	34053	3599677	CP162142.1	1	33939	GCA_040833965.1	Leptospira iowaensis	82.7725	96	0.942085
S	CP000786.1	CIRCULAR	34192	40074	3599677	CP162142.1	34079	39962	GCA_040833965.1	Leptospira iowaensis	82.2633	96	0.163431
S	CP000786.1	CIRCULAR	45841	46146	3599677	JAFFPR010000043.1	75	380	GCA_016918735.1	Leptospira abararensis	94.7712	96	0.00850076
S	CP000786.1	CIRCULAR	46221	46889	3599677	JAFFPR010000052.1	1	669	GCA_016918735.1	Leptospira abararensis	91.0448	96	0.018585
S	CP000786.1	CIRCULAR	47282	52309	3599677	CP162142.1	44432	49457	GCA_040833965.1	Leptospira iowaensis	86.196	96	0.139679
S	CP000786.1	CIRCULAR	52509	55074	3599677	CP162142.1	49614	52180	GCA_040833965.1	Leptospira iowaensis	86.3371	96	0.0712842
S	CP000786.1	CIRCULAR	55075	76434	3599677	AOGX02000015.1	482980	504337	GCA_000332475.2	Leptospira yanagawae	85.0479	96	0.593387
S	CP000786.1	CIRCULAR	76435	80181	3599677	CP162142.1	73496	77242	GCA_040833965.1	Leptospira iowaensis	80.3079	96	0.104093
S	CP000786.1	CIRCULAR	80438	99992	3599677	CP162142.1	77505	97061	GCA_040833965.1	Leptospira iowaensis	82.3012	96	0.543243
S	CP000786.1	CIRCULAR	99993	100201	3599677	NPDM01000001.1	1014505	1014714	GCA_002812085.1	Leptospira levettii	61.0092	96	0.00580608
S	CP000786.1	CIRCULAR	100202	118791	3599677	CP162142.1	97272	115858	GCA_040833965.1	Leptospira iowaensis	79.6339	96	0.516435
S	CP000786.1	CIRCULAR	119498	123286	3599677	CP162139.1	121496	125282	GCA_040833985.1	Leptospira mgodei	80.3973	96	0.105259
S	CP000786.1	CIRCULAR	125369	125916	3599677	AOGX02000015.1	544494	545044	GCA_000332475.2	Leptospira yanagawae	80.2158	96	0.0152236
S	CP000786.1	CIRCULAR	125917	126104	3599677	AOGZ02000014.1	1746762	1746952	GCA_000332515.2	Leptospira wolbachii	73.2984	96	0.00522269
S	CP000786.1	CIRCULAR	126125	126499	3599677	JAFFPS010000023.1	7876	8250	GCA_016919165.1	Leptospira chreensis	83.0239	96	0.0104176
S	CP000786.1	CIRCULAR	132318	134242	3599677	NPDM01000001.1	976189	978114	GCA_002812085.1	Leptospira levettii	85.9504	96	0.053477
S	CP000786.1	CIRCULAR	134243	135717	3599677	AOGX02000015.1	548648	550122	GCA_000332475.2	Leptospira yanagawae	81.5612	96	0.0409759
S	CP000786.1	CIRCULAR	138456	141153	3599677	CP162142.1	135593	138295	GCA_040833965.1	Leptospira iowaensis	88.2244	96	0.0749512
S	CP000786.1	CIRCULAR	142260	153123	3599677	CP162142.1	139525	150408	GCA_040833965.1	Leptospira iowaensis	83.5731	96	0.301805
S	CP000786.1	CIRCULAR	153124	159033	3599677	AOGX02000015.1	568175	574083	GCA_000332475.2	Leptospira yanagawae	86.9742	96	0.164181
S	CP000786.1	CIRCULAR	160889	162167	3599677	AOGX02000015.1	581108	582386	GCA_000332475.2	Leptospira yanagawae	85.4926	96	0.035531
S	CP000786.1	CIRCULAR	162617	162881	3599677	NPDM01000001.1	942298	942559	GCA_002812085.1	Leptospira levettii	69.3431	96	0.00736177
S	CP000786.1	CIRCULAR	162882	165423	3599677	CP162142.1	159726	162266	GCA_040833965.1	Leptospira iowaensis	85.7255	96	0.0706174
S	CP000786.1	CIRCULAR	165424	166170	3599677	AOGX02000015.1	586419	587168	GCA_000332475.2	Leptospira yanagawae	76.2646	96	0.0207519
S	CP000786.1	CIRCULAR	166171	170635	3599677	NPDM01000001.1	934544	939009	GCA_002812085.1	Leptospira levettii	85.8739	96	0.124039
S	CP000786.1	CIRCULAR	175039	177509	3599677	CP162142.1	171211	173681	GCA_040833965.1	Leptospira iowaensis	88.4755	96	0.068645
S	CP000786.1	CIRCULAR	177510	177695	3599677	AOGX02000015.1	596561	596746	GCA_000332475.2	Leptospira yanagawae	62.8866	96	0.00516713
S	CP000786.1	CIRCULAR	177696	192597	3599677	CP162142.1	173684	188583	GCA_040833965.1	Leptospira iowaensis	83.5614	96	0.413982
S	CP000786.1	CIRCULAR	192598	192724	3599677	JAFFPR010000050.1	361418	361542	GCA_016918735.1	Leptospira abararensis	93.7008	96	0.00352809
S	CP000786.1	CIRCULAR	192888	200436	3599677	CP162142.1	192969	200506	GCA_040833965.1	Leptospira iowaensis	84.4486	96	0.209713
S	CP000786.1	CIRCULAR	200437	200875	3599677	JAMQPR010000001.1	3325289	3325720	GCA_026151345.1	Leptospira paudalimensis	73.7194	96	0.0121955
S	CP000786.1	CIRCULAR	200876	201416	3599677	AOGX02000015.1	619761	620295	GCA_000332475.2	Leptospira yanagawae	77.7982	96	0.0150291
S	CP000786.1	CIRCULAR	201422	203116	3599677	JAFFPR010000050.1	374244	375935	GCA_016918735.1	Leptospira abararensis	83.9717	96	0.0470876
S	CP000786.1	CIRCULAR	204123	204949	3599677	AOGX02000015.1	624546	625372	GCA_000332475.2	Leptospira yanagawae	84.058	96	0.0229743
S	CP000786.1	CIRCULAR	207284	211046	3599677	AOGX02000015.1	625667	629429	GCA_000332475.2	Leptospira yanagawae	86.6932	96	0.104537
S	CP000786.1	CIRCULAR	211047	212080	3599677	CP162142.1	212323	213356	GCA_040833965.1	Leptospira iowaensis	69.0047	96	0.0287248
S	CP000786.1	CIRCULAR	212299	217874	3599677	CP162142.1	213504	219054	GCA_040833965.1	Leptospira iowaensis	80.8989	96	0.154903
S	CP000786.1	CIRCULAR	217954	222514	3599677	CP162142.1	219068	223628	GCA_040833965.1	Leptospira iowaensis	83.009	96	0.126706
S	CP000786.1	CIRCULAR	222663	234395	3599677	CP162142.1	223702	235435	GCA_040833965.1	Leptospira iowaensis	87.3522	96	0.325946
S	CP000786.1	CIRCULAR	234406	236704	3599677	CP162142.1	235490	237797	GCA_040833965.1	Leptospira iowaensis	86.0907	96	0.0638668
S	CP000786.1	CIRCULAR	236705	237669	3599677	NPDX01000001.1	36920	37880	GCA_002811945.1	Leptospira harrisiae	83.1795	96	0.026808
S	CP000786.1	CIRCULAR	237715	238060	3599677	AOGY02000014.1	106515	106859	GCA_000332455.2	Leptospira vanthielii	82.948	96	0.00961197
S	CP000786.1	CIRCULAR	238379	255340	3599677	CP162142.1	238534	255511	GCA_040833965.1	Leptospira iowaensis	84.1363	96	0.471209
S	CP000786.1	CIRCULAR	255479	261985	3599677	CP162142.1	257488	263979	GCA_040833965.1	Leptospira iowaensis	85.5939	96	0.180766
S	CP000786.1	CIRCULAR	261987	265298	3599677	CP162142.1	264034	267345	GCA_040833965.1	Leptospira iowaensis	89.6468	96	0.0920083
S	CP000786.1	CIRCULAR	265448	270399	3599677	CP162142.1	267392	272344	GCA_040833965.1	Leptospira iowaensis	87.1722	96	0.137568
S	CP000786.1	CIRCULAR	270400	278411	3599677	AOGX02000015.1	692151	700196	GCA_000332475.2	Leptospira yanagawae	82.3275	96	0.222576
S	CP000786.1	CIRCULAR	278481	282685	3599677	CP162142.1	280483	284706	GCA_040833965.1	Leptospira iowaensis	81.6254	96	0.116816
S	CP000786.1	CIRCULAR	282843	284013	3599677	NPDM01000001.1	821364	822530	GCA_002812085.1	Leptospira levettii	76.2669	96	0.0325307
S	CP000786.1	CIRCULAR	284014	289337	3599677	CP162142.1	286004	291326	GCA_040833965.1	Leptospira iowaensis	87.4414	96	0.147902
S	CP000786.1	CIRCULAR	289658	290592	3599677	AOGX02000015.1	711377	712309	GCA_000332475.2	Leptospira yanagawae	83.4921	96	0.0259746
